website,snapshot_number,snapshot_date,start_date_str,end_date_str,ttt,los,name,rating,price,index_in_page,reviews_amount
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,1 Hotel Central Park,"8.4
Scored 8.4","₪ 2,920",19,606 reviews
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,Motto by Hilton New York City Chelsea,"8.6
Scored 8.6","₪ 1,734",20,"2,589 reviews"
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,"U Hotel Fifth Avenue, Empire State Building","7.9
Scored 7.9","₪ 1,383",21,"3,022 reviews"
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,The Times Square EDITION New York,"8.5
Scored 8.5","₪ 2,331",22,"1,091 reviews"
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,Park Lane New York,"8.2
Scored 8.2","₪ 2,574",23,"4,064 reviews"
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,"InterContinental New York Barclay Hotel, an IHG Hotel","8.0
Scored 8.0","₪ 2,128",24,"1,561 reviews"
Booking,3,07 June 2024,8 June 2024,9 June 2024,1,1,"Dream Downtown, by Hyatt","7.4
Scored 7.4","₪ 2,176",25,"1,412 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,NH Collection New York Madison Avenue,"8.3
Scored 8.3","₪ 3,134",1,"2,008 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,West Side YMCA,"6.6
Scored 6.6","₪ 1,150",2,"13,411 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Margaritaville Resort Times Square,"8.7
Scored 8.7","₪ 3,404",3,"3,115 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"U Hotel Fifth Avenue, Empire State Building","7.9
Scored 7.9","₪ 2,005",4,"3,022 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Nolitan Hotel SoHo - New York,"8.0
Scored 8.0","₪ 2,445",5,"1,378 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,M Social Hotel Times Square New York,"8.4
Scored 8.4","₪ 3,344",6,"10,810 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,33 Seaport Hotel New York,"8.6
Scored 8.6","₪ 3,957",7,503 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Cambria Hotel New York - Chelsea,"7.9
Scored 7.9","₪ 2,562",8,"3,834 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Hotel Indigo NYC Financial District, an IHG Hotel","8.8
Scored 8.8","₪ 2,330",9,"1,087 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Courtyard by Marriott New York Manhattan/ Fifth Avenue,"8.0
Scored 8.0","₪ 2,587",10,"1,284 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Riu Plaza Manhattan Times Square,"8.6
Scored 8.6","₪ 2,885",11,"11,702 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Delta Hotels by Marriott New York Times Square,"7.7
Scored 7.7","₪ 2,467",12,"2,620 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"InterContinental New York Barclay Hotel, an IHG Hotel","8.0
Scored 8.0","₪ 3,400",13,"1,561 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Dream Downtown, by Hyatt","7.4
Scored 7.4","₪ 3,057",14,"1,412 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Royalton New York,"7.7
Scored 7.7","₪ 3,388",15,"2,439 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Wingate by Wyndham New York Midtown South/5th Ave,"8.1
Scored 8.1","₪ 2,581",16,"2,088 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Motto by Hilton New York City Chelsea,"8.6
Scored 8.6","₪ 2,715",17,"2,589 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Moxy NYC Chelsea,"8.3
Scored 8.3","₪ 2,921",18,"3,299 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Times Square EDITION New York,"8.5
Scored 8.5","₪ 3,859",19,"1,091 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Executive Hotel Le Soleil New York,"8.4
Scored 8.4","₪ 2,972",20,"4,009 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Crowne Plaza Times Square Manhattan, an IHG Hotel","7.8
Scored 7.8","₪ 3,101",21,"6,709 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Peninsula New York,"8.8
Scored 8.8","₪ 9,272",22,763 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Draper New York, Tapestry Collection by Hilton","8.4
Scored 8.4","₪ 2,630",23,"1,475 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Tempo By Hilton New York Times Square,"8.5
Scored 8.5","₪ 3,451",24,636 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Ace Hotel New York,"7.9
Scored 7.9","₪ 3,016",25,"1,708 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Virgin Hotels New York City,"8.4
Scored 8.4","₪ 3,623",26,976 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Soho Grand Hotel,"8.3
Scored 8.3","₪ 4,877",27,"1,771 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,LUMA Hotel - Times Square,"9.0
Scored 9.0","₪ 3,238",28,"3,921 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Grand Central New York,"7.3
Scored 7.3","₪ 3,070",29,"2,605 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Millennium Hotel Broadway Times Square,"7.3
Scored 7.3","₪ 2,742",30,"7,732 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Park Terrace Hotel,"8.7
Scored 8.7","₪ 3,555",31,"3,533 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Boutique at Grand Central,"7.8
Scored 7.8","₪ 2,698",32,"1,827 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Four Seasons Hotel New York Downtown,"8.8
Scored 8.8","₪ 8,248",33,145 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Walker Hotel Greenwich Village,"8.2
Scored 8.2","₪ 3,495",34,"1,187 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Edison Times Square,"7.4
Scored 7.4","₪ 2,852",35,"15,408 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Gansevoort Meatpacking,"8.3
Scored 8.3","₪ 4,326",36,989 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"8.4
Scored 8.4","₪ 2,544",37,"5,055 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Union Square New York,"7.7
Scored 7.7","₪ 3,542",38,280 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Iroquois New York Times Square,"8.2
Scored 8.2","₪ 3,294",39,"2,735 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Centric Times Square New York,"8.3
Scored 8.3","₪ 4,019",40,"1,271 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,NoMo SoHo,"7.5
Scored 7.5","₪ 3,431",41,"1,196 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Park Lane New York,"8.2
Scored 8.2","₪ 4,968",42,"4,064 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Lotte New York Palace,"8.2
Scored 8.2","₪ 4,576",43,511 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Equinox Hotel Hudson Yards New York City,"9.0
Scored 9.0","₪ 7,889",44,381 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,1 Hotel Central Park,"8.4
Scored 8.4","₪ 5,624",45,606 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Courtyard by Marriott Times Square West,"8.2
Scored 8.2","₪ 2,712",46,"2,776 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Freehand New York,"7.8
Scored 7.8","₪ 2,801",47,"1,840 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Courtyard New York Manhattan/Midtown West,"8.5
Scored 8.5","₪ 3,186",48,"2,682 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hard Rock Hotel New York,"8.8
Scored 8.8","₪ 4,074",49,"2,413 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,AC Hotel by Marriott New York Downtown,"8.5
Scored 8.5","₪ 2,630",50,"1,738 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"EVEN Hotel New York - Midtown East, an IHG Hotel","8.2
Scored 8.2","₪ 2,715",51,"1,303 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Indigo Lower East Side New York,"7.4
Scored 7.4","₪ 2,938",52,645 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Kimpton Hotel Theta, an IHG Hotel","8.5
Scored 8.5","₪ 3,045",53,655 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Holiday Inn Express New York City Chelsea, an IHG Hotel","7.8
Scored 7.8","₪ 2,407",54,"3,913 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The St. Regis New York,"8.7
Scored 8.7","₪ 6,527",55,139 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The FIDI Hotel,"8.2
Scored 8.2","₪ 2,251",56,"1,065 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"voco The Franklin New York, an IHG Hotel","8.4
Scored 8.4","₪ 3,529",57,513 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Lucerne,"8.5
Scored 8.5","₪ 2,758",58,"1,769 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel 48LEX New York,"7.7
Scored 7.7","₪ 3,164",59,387 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Club Quarters Hotel Grand Central, New York","8.0
Scored 8.0","₪ 2,548",60,"4,477 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,DoubleTree by Hilton New York Times Square South,"8.0
Scored 8.0","₪ 2,758",61,"6,041 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Loews Regency New York Hotel,"8.6
Scored 8.6","₪ 5,657",62,230 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,citizenM New York Bowery,"8.7
Scored 8.7","₪ 3,473",63,"3,077 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Arlo NoMad,"8.3
Scored 8.3","₪ 3,058",64,"2,338 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Club Quarters Hotel World Trade Center, New York","8.2
Scored 8.2","₪ 2,463",65,"4,085 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Time New York, part of JdV by Hyatt","7.6
Scored 7.6","₪ 2,788",66,"1,821 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Renaissance New York Chelsea Hotel,"8.0
Scored 8.0","₪ 3,272",67,890 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Elysee by Library Hotel Collection,"8.7
Scored 8.7","₪ 3,379",68,250 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hampton Inn Manhattan-35th St Empire State Bldg,"8.2
Scored 8.2","₪ 2,758",69,"6,357 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The James New York - NoMad,"8.1
Scored 8.1","₪ 3,597",70,"1,186 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,La Quinta by Wyndham Time Square South,"8.3
Scored 8.3","₪ 2,802",71,"3,935 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Centric Wall Street New York,"8.2
Scored 8.2","₪ 2,914",72,591 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Sofitel New York,"7.6
Scored 7.6","₪ 3,700",73,"1,006 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Sheraton New York Times Square Hotel,"7.0
Scored 7.0","₪ 3,058",74,"1,581 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Centric Midtown 5th Avenue New York,"8.0
Scored 8.0","₪ 3,490",75,756 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Warwick New York,"8.0
Scored 8.0","₪ 3,443",76,"6,247 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Eurostars Wall Street,"7.9
Scored 7.9","₪ 2,544",77,"1,143 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Trump International New York,"8.9
Scored 8.9","₪ 9,359",78,"1,187 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Pod Brooklyn,"8.3
Scored 8.3","₪ 2,844",79,"5,120 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Frederick Hotel Tribeca,"8.0
Scored 8.0","₪ 3,477",80,"2,253 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hyatt Place New York/Midtown-South,"8.2
Scored 8.2","₪ 3,272",81,"3,271 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hilton Garden Inn New York/Tribeca,"7.5
Scored 7.5","₪ 2,887",82,654 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,INNSiDE by Meliá New York Nomad,"8.5
Scored 8.5","₪ 3,426",83,984 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,AC Hotel by Marriott New York Times Square,"8.3
Scored 8.3","₪ 3,400",84,736 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Millennium Hilton New York One UN Plaza,"7.6
Scored 7.6","₪ 3,194",85,"2,283 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Moxy NYC Downtown,"8.1
Scored 8.1","₪ 2,848",86,"1,431 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hilton New York Fashion District,"7.3
Scored 7.3","₪ 2,865",87,735 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Residence Inn by Marriott New York Manhattan/Central Park,"8.4
Scored 8.4","₪ 3,886",88,"2,526 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,World Center Hotel,"8.2
Scored 8.2","₪ 2,672",89,"3,762 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Park South Hotel, part of JdV by Hyatt","8.4
Scored 8.4","₪ 3,820",90,308 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Library Hotel by Library Hotel Collection,"8.8
Scored 8.8","₪ 3,947",91,302 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Moore,"8.5
Scored 8.5","₪ 3,533",92,"1,618 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Staypineapple, An Artful Hotel, Midtown New York","8.7
Scored 8.7","₪ 2,601",93,"1,486 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Millennium Premier New York Times Square,"7.1
Scored 7.1","₪ 3,048",94,"1,380 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hilton Garden Inn West 35th Street,"8.3
Scored 8.3","₪ 2,801",95,"2,988 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Wythe Hotel,"8.9
Scored 8.9","₪ 3,833",96,537 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Arlo Midtown,"8.7
Scored 8.7","₪ 3,458",97,"5,848 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Pendry Manhattan West,"9.3
Scored 9.3","₪ 7,605",98,175 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Evelyn NoMad,"7.8
Scored 7.8","₪ 3,520",99,"3,025 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hilton Club The Quin New York,"8.5
Scored 8.5","₪ 4,385",100,"1,832 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Algonquin Hotel Times Square, Autograph Collection","8.1
Scored 8.1","₪ 3,614",101,142 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,citizenM New York Times Square,"8.6
Scored 8.6","₪ 3,229",102,"3,846 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel","8.5
Scored 8.5","₪ 3,807",103,776 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hampton Inn Manhattan Chelsea,"7.7
Scored 7.7","₪ 2,844",104,"1,853 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Tillary Hotel Brooklyn,"7.0
Scored 7.0","₪ 2,576",105,"1,696 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Omni Berkshire Place,"8.7
Scored 8.7","₪ 4,341",106,"1,305 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Aliz Hotel Times Square,"7.9
Scored 7.9","₪ 2,825",107,"5,487 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Club Quarters Hotel Times Square, New York","7.8
Scored 7.8","₪ 3,048",108,"3,283 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Jewel Hotel, New York","8.6
Scored 8.6","₪ 3,302",109,"2,927 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"8.2
Scored 8.2","₪ 3,644",110,"5,237 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,ModernHaus SoHo,"8.4
Scored 8.4","₪ 5,383",111,940 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Whitby Hotel,"9.3
Scored 9.3","₪ 9,661",112,152 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Chelsean New York,"7.1
Scored 7.1","₪ 2,844",113,"1,594 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hampton Inn Manhattan/Downtown- Financial District,"7.5
Scored 7.5","₪ 2,715",114,684 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,DoubleTree by Hilton New York Midtown Fifth Ave,"7.5
Scored 7.5","₪ 3,186",115,574 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The New Yorker, A Wyndham Hotel","7.7
Scored 7.7","₪ 3,349",116,"15,164 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Belleclaire Central Park,"8.1
Scored 8.1","₪ 3,565",117,"4,313 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Dream Midtown, by Hyatt","7.5
Scored 7.5","₪ 2,827",118,"1,243 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Holiday Inn Express - Times Square South, an IHG Hotel","7.8
Scored 7.8","₪ 3,186",119,"3,637 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Heritage Hotel New York City,"7.2
Scored 7.2","₪ 2,543",120,"3,455 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"InterContinental New York Times Square, an IHG Hotel","8.1
Scored 8.1","₪ 4,086",121,"1,739 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,YOTEL New York Times Square,"7.3
Scored 7.3","₪ 2,625",122,"6,043 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Element Times Square West,"7.8
Scored 7.8","₪ 2,602",123,"7,366 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Beekman, A Thompson Hotel, by Hyatt","8.6
Scored 8.6","₪ 5,138",124,341 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Thompson Central Park New York, by Hyatt","8.3
Scored 8.3","₪ 5,677",125,625 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"Candlewood Suites NYC -Times Square, an IHG Hotel","7.5
Scored 7.5","₪ 2,382",126,"2,001 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Courtyard New York Manhattan/Times Square,"8.2
Scored 8.2","₪ 3,058",127,"2,542 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Belvedere Hotel,"8.0
Scored 8.0","₪ 3,073",128,"5,583 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Renaissance New York Times Square Hotel by Marriott,"8.4
Scored 8.4","₪ 4,175",129,"2,157 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Prince Kitano New York,"8.5
Scored 8.5","₪ 4,000",130,815 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Marmara Park Avenue,"8.0
Scored 8.0","₪ 4,171",131,392 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Hotel Hayden New York,"7.1
Scored 7.1","₪ 3,206",132,"2,668 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Millennium Downtown New York,"7.4
Scored 7.4","₪ 3,614",133,"5,047 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"EVEN Hotel New York - Times Square South, an IHG Hotel","8.5
Scored 8.5","₪ 3,349",134,566 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Sohotel,"7.8
Scored 7.8","₪ 3,833",135,"1,696 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,JW Marriott Essex House New York,"8.0
Scored 8.0","₪ 6,188",136,484 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Pierre, A Taj Hotel, New York","8.4
Scored 8.4","₪ 6,178",137,784 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"The Chatwal, The Unbound Collection by Hyatt","8.2
Scored 8.2","₪ 6,695",138,65 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,The Fifty Sonesta Hotel New York,"7.9
Scored 7.9","₪ 3,082",139,"1,141 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Andaz 5th Avenue-a concept by Hyatt,"8.1
Scored 8.1","₪ 7,063",140,151 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,New York Hilton Midtown,"7.4
Scored 7.4","₪ 3,957",141,"1,739 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,"11 Howard, New York, a Member of Design Hotels","7.5
Scored 7.5","₪ 3,743",142,478 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,W New York - Union Square,"7.8
Scored 7.8","₪ 4,242",143,224 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Moxy NYC East Village,"8.2
Scored 8.2","₪ 4,178",144,"1,927 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Courtyard New York Manhattan/Upper East Side,"7.7
Scored 7.7","₪ 3,657",145,749 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Moxy Brooklyn Williamsburg,"8.1
Scored 8.1","₪ 3,553",146,763 reviews
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Solita Soho Hotel,"7.7
Scored 7.7","₪ 2,029",147,"1,137 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Mondrian Park Avenue,"6.7
Scored 6.7","₪ 2,975",148,"1,336 reviews"
Booking,3,07 June 2024,8 June 2024,10 June 2024,1,2,Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,"7.4
Scored 7.4","₪ 2,972",149,584 reviews
Booking,3,07 June 2024,8 June 2024,11 June 2024,1,3,NH Collection New York Madison Avenue,"8.3
Scored 8.3","₪ 4,800",1,"2,008 reviews"
Booking,3,07 June 2024,8 June 2024,11 June 2024,1,3,"U Hotel Fifth Avenue, Empire State Building","7.9
Scored 7.9","₪ 2,889",2,"3,022 reviews"
Booking,3,07 June 2024,8 June 2024,11 June 2024,1,3,Margaritaville Resort Times Square,"8.7
Scored 8.7","₪ 4,971",3,"3,115 reviews"
