website,snapshot_number,snapshot_date,start_date_str,end_date_str,ttt,los,name,rating,price,index_in_page,reviews_amount
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,Hotel Elysee by Library Hotel Collection,253 reviews,"₪ 1,723",20,253 reviews
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,Hilton Club The Central at 5th New York,607 reviews,"₪ 1,911",21,607 reviews
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,Trump International New York,"1,186 reviews","₪ 3,113",22,"1,186 reviews"
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,70 Park Avenue Hotel,"1,856 reviews","₪ 1,267",23,"1,856 reviews"
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,"Kimpton Hotel Eventi, an IHG Hotel",586 reviews,"₪ 1,470",24,586 reviews
Booking,5,20 June 2024,21 June 2024,22 June 2024,1,1,"Hotel Indigo NYC Financial District, an IHG Hotel","1,108 reviews",₪ 947,25,"1,108 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,YOTEL New York Times Square,"6,097 reviews","₪ 2,047",1,"6,097 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,1600ft TriBeCa Townhouse - Luxury & Spacious,5 reviews,"₪ 19,903",2,5 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Margaritaville Resort Times Square,"3,174 reviews","₪ 4,628",3,"3,174 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,NH Collection New York Madison Avenue,"2,015 reviews","₪ 3,210",4,"2,015 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Pendry Manhattan West,178 reviews,"₪ 7,448",5,178 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Royalton New York,"2,465 reviews","₪ 3,331",6,"2,465 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Casa Cipriani New York,68 reviews,"₪ 8,131",7,68 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Whitby Hotel,151 reviews,"₪ 8,515",8,151 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Langham, New York, Fifth Avenue",461 reviews,"₪ 5,661",9,461 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Casablanca Hotel by Library Hotel Collection,379 reviews,"₪ 3,851",10,379 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Fifth Avenue Hotel,16 reviews,"₪ 8,088",11,16 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Roomza Times Square at Pestana CR7,217 reviews,"₪ 3,504",12,217 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,LUMA Hotel - Times Square,"3,953 reviews","₪ 3,652",13,"3,953 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Conrad New York Downtown,739 reviews,"₪ 4,170",14,739 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Equinox Hotel Hudson Yards New York City,378 reviews,"₪ 9,069",15,378 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Tempo By Hilton New York Times Square,649 reviews,"₪ 3,745",16,649 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Elysee by Library Hotel Collection,253 reviews,"₪ 3,446",17,253 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Trump International New York,"1,186 reviews","₪ 7,079",18,"1,186 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,70 Park Avenue Hotel,"1,856 reviews","₪ 2,961",19,"1,856 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Kimpton Hotel Eventi, an IHG Hotel",586 reviews,"₪ 3,320",20,586 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Hotel Indigo NYC Financial District, an IHG Hotel","1,108 reviews","₪ 2,321",21,"1,108 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hard Rock Hotel New York,"2,467 reviews","₪ 3,661",22,"2,467 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Library Hotel by Library Hotel Collection,307 reviews,"₪ 3,932",23,307 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Four Seasons Hotel New York Downtown,146 reviews,"₪ 8,131",24,146 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Peninsula New York,757 reviews,"₪ 44,002",25,757 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Indigo Lower East Side New York,642 reviews,"₪ 3,652",26,642 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,citizenM New York Bowery,"3,099 reviews","₪ 2,622",27,"3,099 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Staypineapple, An Artful Hotel, Midtown New York","1,505 reviews","₪ 2,792",28,"1,505 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Omni Berkshire Place,"1,322 reviews","₪ 3,019",29,"1,322 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Arlo Midtown,"5,934 reviews","₪ 3,089",30,"5,934 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Marriott Vacation Club®, New York City ",342 reviews,"₪ 3,089",31,342 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Park Terrace Hotel,"3,530 reviews","₪ 3,225",32,"3,530 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Beacon,"2,546 reviews","₪ 3,976",33,"2,546 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The St. Regis New York,140 reviews,"₪ 7,255",34,140 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Smyth Tribeca,667 reviews,"₪ 3,801",35,667 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hilton New York Times Square,785 reviews,"₪ 3,985",36,785 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,INNSiDE by Meliá New York Nomad,989 reviews,"₪ 3,089",37,989 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Royalton Park Avenue,"1,919 reviews","₪ 3,899",38,"1,919 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Gild Hall, A Thompson Hotel, by Hyatt",352 reviews,"₪ 2,722",39,352 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,UNTITLED 3 Freeman Alley,288 reviews,"₪ 2,653",40,288 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Jewel Hotel, New York","2,952 reviews","₪ 2,988",41,"2,952 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Pearl Hotel,"1,919 reviews","₪ 3,003",42,"1,919 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,citizenM New York Times Square,"3,864 reviews","₪ 3,131",43,"3,864 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Archer Hotel New York,970 reviews,"₪ 3,174",44,970 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Carnegie Hotel,"2,078 reviews","₪ 3,259",45,"2,078 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Riu Plaza Manhattan Times Square,"11,814 reviews","₪ 3,463",46,"11,814 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Pestana Park Avenue,"1,131 reviews","₪ 3,942",47,"1,131 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hilton Club New York,273 reviews,"₪ 3,942",48,273 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Beekman, A Thompson Hotel, by Hyatt",346 reviews,"₪ 4,357",49,346 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Loews Regency New York Hotel,230 reviews,"₪ 5,136",50,230 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Soho Grand Hotel,"1,766 reviews","₪ 3,124",51,"1,766 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,ModernHaus SoHo,956 reviews,"₪ 5,831",52,956 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,MADE Hotel,"1,123 reviews","₪ 2,585",53,"1,123 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Renaissance New York Midtown Hotel,"1,443 reviews","₪ 2,833",54,"1,443 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",777 reviews,"₪ 2,901",55,777 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Kimpton Hotel Theta, an IHG Hotel",692 reviews,"₪ 3,012",56,692 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard New York Manhattan/Midtown West,"2,644 reviews","₪ 3,046",57,"2,644 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Prince Kitano New York,827 reviews,"₪ 3,131",58,827 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Times Square EDITION New York,"1,091 reviews","₪ 3,140",59,"1,091 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"EVEN Hotel New York - Times Square South, an IHG Hotel",565 reviews,"₪ 3,166",60,565 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Roxy Hotel New York,"1,248 reviews","₪ 3,344",61,"1,248 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Moore,"1,641 reviews","₪ 3,481",62,"1,641 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Lucerne,"1,787 reviews","₪ 3,515",63,"1,787 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hilton Club The Quin New York,"1,852 reviews","₪ 4,113",64,"1,852 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Michelangelo Hotel,"1,526 reviews","₪ 4,624",65,"1,526 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Dominick Hotel,"1,099 reviews","₪ 5,776",66,"1,099 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Residence Inn by Marriott New York Manhattan/ Midtown Eastside,412 reviews,"₪ 2,336",67,412 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Park South Hotel, part of JdV by Hyatt",309 reviews,"₪ 2,817",68,309 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Cloud One New York-Downtown, by the Motel One Group","4,542 reviews","₪ 2,620",69,"4,542 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Grayson Hotel,678 reviews,"₪ 2,785",70,678 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Gregorian New York City,580 reviews,"₪ 2,961",71,580 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Executive Hotel Le Soleil New York,"4,057 reviews","₪ 3,106",72,"4,057 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Virgin Hotels New York City,"1,007 reviews","₪ 3,168",73,"1,007 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Renaissance New York Times Square Hotel by Marriott,"2,151 reviews","₪ 3,584",74,"2,151 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,M Social Hotel Times Square New York,"10,908 reviews","₪ 3,292",75,"10,908 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Muse New York,"2,092 reviews","₪ 3,825",76,"2,092 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Refinery Hotel - New York,544 reviews,"₪ 3,860",77,544 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,1 Hotel Central Park,594 reviews,"₪ 3,981",78,594 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Gansevoort Meatpacking,998 reviews,"₪ 4,502",79,998 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel AKA NoMad,391 reviews,"₪ 6,127",80,391 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Pierre, A Taj Hotel, New York",790 reviews,"₪ 6,377",81,790 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Mark New York,8 reviews,"₪ 11,501",82,8 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hilton Garden Inn West 35th Street,"3,005 reviews","₪ 2,577",83,"3,005 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard by Marriott New York Manhattan/Chelsea,"1,492 reviews","₪ 2,705",84,"1,492 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,AC Hotel by Marriott New York Times Square,724 reviews,"₪ 2,876",85,724 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Moxy NYC Chelsea,"3,236 reviews","₪ 2,905",86,"3,236 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Renwick,"2,205 reviews","₪ 2,918",87,"2,205 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,45 Times Square Hotel,"1,734 reviews","₪ 2,948",88,"1,734 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hyatt Centric Times Square New York,"1,282 reviews","₪ 3,346",89,"1,282 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Thompson Central Park New York, by Hyatt",636 reviews,"₪ 3,804",90,636 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Chatwal, The Unbound Collection by Hyatt",66 reviews,"₪ 6,242",91,66 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The New York EDITION,84 reviews,"₪ 7,960",92,84 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Warren Street Hotel,4 reviews,"₪ 7,049",93,4 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,SpringHill Suites by Marriott New York Manhattan Chelsea,"8,933 reviews","₪ 2,321",94,"8,933 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"6,796 reviews","₪ 2,321",95,"6,796 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard by Marriott Times Square West,"2,796 reviews","₪ 2,412",96,"2,796 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard New York Manhattan/Times Square,"2,562 reviews","₪ 2,449",97,"2,562 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,World Center Hotel,"3,730 reviews","₪ 2,560",98,"3,730 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Westin New York Grand Central,841 reviews,"₪ 2,833",99,841 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Club Quarters Hotel World Trade Center, New York","4,107 reviews","₪ 2,589",100,"4,107 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The FIDI Hotel,"1,077 reviews","₪ 2,577",101,"1,077 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Four Points by Sheraton Manhattan Midtown West,"2,218 reviews","₪ 2,615",102,"2,218 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hyatt Centric Wall Street New York,599 reviews,"₪ 2,905",103,599 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hampton Inn Manhattan-35th St Empire State Bldg,"6,410 reviews","₪ 2,680",104,"6,410 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Pestana CR7 Times Square,"2,443 reviews","₪ 2,854",105,"2,443 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"5,213 reviews","₪ 3,076",106,"5,213 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard by Marriott New York Manhattan/Central Park,"5,675 reviews","₪ 3,131",107,"5,675 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Renaissance New York Harlem Hotel,596 reviews,"₪ 3,259",108,596 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Belleclaire Central Park,"4,354 reviews","₪ 3,387",109,"4,354 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Walker Hotel Greenwich Village,"1,189 reviews","₪ 3,754",110,"1,189 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Moxy NYC East Village,"1,908 reviews","₪ 3,814",111,"1,908 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Lotte New York Palace,517 reviews,"₪ 4,450",112,517 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Park Lane New York,"4,107 reviews","₪ 4,573",113,"4,107 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Gardens Sonesta ES Suites New York,777 reviews,"₪ 4,921",114,777 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Bernic Hotel New York City,Tapestry Collection by Hilton","1,020 reviews","₪ 2,321",115,"1,020 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,MOXY NYC Times Square,"7,287 reviews","₪ 2,662",116,"7,287 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Wingate by Wyndham New York Midtown South/5th Ave,"2,107 reviews","₪ 2,490",117,"2,107 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Moxy NYC Downtown,"1,451 reviews","₪ 2,751",118,"1,451 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hyatt Centric Midtown 5th Avenue New York,777 reviews,"₪ 2,862",119,777 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Pod Times Square,"22,301 reviews","₪ 2,577",120,"22,301 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"1,027 reviews","₪ 2,662",121,"1,027 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Lex Hotel NYC,"1,229 reviews","₪ 2,739",122,"1,229 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Pod 39,"11,540 reviews","₪ 2,833",123,"11,540 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel Richland LES,"1,108 reviews","₪ 2,829",124,"1,108 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Beekman Tower, Trademark Collection by Wyndham","1,212 reviews","₪ 2,930",125,"1,212 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"The Algonquin Hotel Times Square, Autograph Collection",142 reviews,"₪ 3,008",126,142 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Warwick New York,"6,237 reviews","₪ 3,046",127,"6,237 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Andaz 5th Avenue-a concept by Hyatt,151 reviews,"₪ 3,216",128,151 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Martinique New York on Broadway, Curio Collection by Hilton",872 reviews,"₪ 3,170",129,872 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Four Points by Sheraton Midtown - Times Square,"2,339 reviews","₪ 3,259",130,"2,339 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The James New York - NoMad,"1,204 reviews","₪ 3,285",131,"1,204 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,WestHouse Hotel New York,"1,678 reviews","₪ 3,985",132,"1,678 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hilton Garden Inn New York/Midtown Park Avenue,"1,914 reviews","₪ 2,287",133,"1,914 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Courtyard by Marriott New York Manhattan/ Fifth Avenue,"1,297 reviews","₪ 2,492",134,"1,297 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,SpringHill Suites by Marriott New York Manhattan/Times Square South,"7,316 reviews","₪ 2,662",135,"7,316 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Club Quarters Hotel Grand Central, New York","4,511 reviews","₪ 2,662",136,"4,511 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Residence Inn by Marriott New York Manhattan/Times Square,"6,436 reviews","₪ 2,677",137,"6,436 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,170 reviews,"₪ 2,705",138,170 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Walker Hotel Tribeca,"1,699 reviews","₪ 3,046",139,"1,699 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"Le Méridien New York, Fifth Avenue",39 reviews,"₪ 2,957",140,39 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Frederick Hotel Tribeca,"2,263 reviews","₪ 2,841",141,"2,263 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Radio Hotel,"1,301 reviews","₪ 2,863",142,"1,301 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Renaissance New York Chelsea Hotel,901 reviews,"₪ 3,089",143,901 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,The Marmara Park Avenue,393 reviews,"₪ 3,558",144,393 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Nolitan Hotel SoHo - New York,"1,388 reviews","₪ 3,108",145,"1,388 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Hotel St. James,"2,495 reviews","₪ 3,243",146,"2,495 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,DoubleTree by Hilton New York Times Square South,"6,048 reviews","₪ 3,302",147,"6,048 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"InterContinental New York Barclay Hotel, an IHG Hotel","1,567 reviews","₪ 3,302",148,"1,567 reviews"
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,Moxy NYC Lower East Side,844 reviews,"₪ 3,942",149,844 reviews
Booking,5,20 June 2024,21 June 2024,23 June 2024,1,2,"InterContinental New York Times Square, an IHG Hotel","1,726 reviews","₪ 3,814",150,"1,726 reviews"
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,YOTEL New York Times Square,"6,097 reviews","₪ 2,892",1,"6,097 reviews"
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,1600ft TriBeCa Townhouse - Luxury & Spacious,5 reviews,"₪ 29,218",2,5 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Margaritaville Resort Times Square,"3,174 reviews","₪ 5,940",3,"3,174 reviews"
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,NH Collection New York Madison Avenue,"2,015 reviews","₪ 4,344",4,"2,015 reviews"
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Royalton New York,"2,465 reviews","₪ 4,833",5,"2,465 reviews"
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Pendry Manhattan West,178 reviews,"₪ 10,731",6,178 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Casa Cipriani New York,68 reviews,"₪ 12,196",7,68 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,The Whitby Hotel,151 reviews,"₪ 12,772",8,151 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,"The Langham, New York, Fifth Avenue",461 reviews,"₪ 9,846",9,461 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Casablanca Hotel by Library Hotel Collection,379 reviews,"₪ 5,493",10,379 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,The Fifth Avenue Hotel,16 reviews,"₪ 11,706",11,16 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Roomza Times Square at Pestana CR7,217 reviews,"₪ 4,847",12,217 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Conrad New York Downtown,739 reviews,"₪ 5,871",13,739 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Equinox Hotel Hudson Yards New York City,378 reviews,"₪ 13,967",14,378 reviews
Booking,5,20 June 2024,21 June 2024,24 June 2024,1,3,Tempo By Hilton New York Times Square,649 reviews,"₪ 5,098",15,649 reviews
